Model,Release Date,Release Year,Model ID,Company_ID,Model,Release Date,Company,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),PixArea(px2),Width (mm),Length (mm),Area(mm2),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch)
Nokia 808 PureView / 803,1/05/2012,2012,2707,92,Nokia 808 PureView / 803,41030,Nokia,0.249977111,0.016777517,0.649840327,0.165467626,0.105691057,0.301587302,0.031875081,0.146521146,0.306967213,0.044977188,0.076010263,0.019227887,0.023491379,0.354114084
Nokia Lumia 800C,1/06/2012,2012,2752,92,Nokia Lumia 800C,41061,Nokia,0.249977111,0.249999232,0.699863138,0.143884892,0.154471545,0.380952381,0.058846303,0.149249659,0.276639344,0.041288328,0.038486209,0.009035822,0.017672414,0.524230187
Nokia Lumia 900 Batman The Dark Knight Rises Limited Edition (Nokia Ace),1/06/2012,2012,2753,92,Nokia Lumia 900 Batman The Dark Knight Rises Limited Edition (Nokia Ace),41061,Nokia,0.249977111,0.249999232,0.699863138,0.18705036,0.154471545,0.380952381,0.058846303,0.169167804,0.32295082,0.054632881,0.034637588,0.012119136,0.021551724,0.436648157
Nokia Lumia 510 (Nokia Glory),1/11/2012,2013,3073,92,Nokia Lumia 510 (Nokia Glory),41214,Nokia,0.124973296,0.062079576,0.399726275,0.165467626,0.154471545,0.380952381,0.058846303,0.159345157,0.293852459,0.046823966,0.034701732,0.009870886,0.01487069,0.480060575
Nokia Lumia 820 (Nokia Arrow),1/11/2012,2013,3074,92,Nokia Lumia 820 (Nokia Arrow),41214,Nokia,0.499984741,0.125838031,0.755888685,0.18705036,0.154471545,0.380952381,0.058846303,0.169167804,0.306557377,0.051859638,0.024374599,0.008543348,0.021551724,0.436648157
Nokia Lumia 820.2 (Nokia Arrow),1/11/2012,2013,3075,92,Nokia Lumia 820.2 (Nokia Arrow),41214,Nokia,0.499984741,0.125838031,0.755888685,0.18705036,0.154471545,0.380952381,0.058846303,0.169167804,0.306557377,0.051859638,0.024374599,0.008543348,0.021551724,0.436648157
Nokia Lumia 920 (Nokia Phi),1/11/2012,2013,3076,92,Nokia Lumia 920 (Nokia Phi),41214,Nokia,0.499984741,0.499999488,0.755888685,0.201438849,0.479674797,0.365079365,0.17511937,0.175443383,0.333196721,0.05845716,0.029506094,0.011690898,0.026939655,0.727410399
Nokia Lumia 920.2 (Nokia Phi),1/11/2012,2013,3077,92,Nokia Lumia 920.2 (Nokia Phi),41214,Nokia,0.499984741,0.499999488,0.755888685,0.201438849,0.479674797,0.365079365,0.17511937,0.175443383,0.333196721,0.05845716,0.029506094,0.011690898,0.026939655,0.727410399
Nokia Lumia 510.2 (Nokia Glory),1/12/2012,2013,3134,92,Nokia Lumia 510.2 (Nokia Glory),41244,Nokia,0.124973296,0.062079576,0.399726275,0.165467626,0.154471545,0.380952381,0.058846303,0.159345157,0.293852459,0.046823966,0.034701732,0.009870886,0.01487069,0.480060575
Nokia Lumia 822 (Nokia Atlas),1/12/2012,2013,3135,92,Nokia Lumia 822 (Nokia Atlas),41244,Nokia,0.499984741,0.249999232,0.755888685,0.18705036,0.154471545,0.380952381,0.058846303,0.168894952,0.32295082,0.054544763,0.032713278,0.011519603,0.017672414,0.436648157
Nokia Lumia 920T,1/12/2012,2013,3136,92,Nokia Lumia 920T,41244,Nokia,0.499984741,0.499999488,0.755888685,0.201438849,0.271544715,0.619047619,0.168099109,0.175443383,0.333196721,0.05845716,0.029506094,0.011690898,0.026939655,0.727410399
Nokia 9000 Communicator,1/08/1996,1997,21,NA,NA,NA,Nokia ,0.001922666,6.45E-05,0.011549266,0.201438849,0.219512195,0.083333333,0.018292683,0.454297408,0.06147541,0.027928119,0.204618345,0.080637218,0.07262931,0.261736497
Nokia 9000i Communicator,1/10/1997,1998,51,NA,NA,NA,Nokia ,0.001922666,6.45E-05,0.011549266,0.201438849,0.219512195,0.083333333,0.018292683,0.454297408,0.06147541,0.027928119,0.204618345,0.080637218,0.07262931,0.261736497
Nokia 9000il Communicator,1/07/1998,1999,68,NA,NA,NA,Nokia ,0.001922666,6.45E-05,0.011549266,0.201438849,0.219512195,0.083333333,0.018292683,0.454297408,0.06147541,0.027928119,0.204618345,0.080637218,0.07262931,0.261736497
Nokia 9110 Communicator,1/09/1998,1999,75,NA,NA,NA,Nokia ,0.001922666,6.45E-05,0.016051319,0.201438849,0.219512195,0.083333333,0.018292683,0.413369714,0.028688525,0.011858967,0.134060295,0.041710383,0.041594828,0.261736497
Nokia 9110i Communicator,1/01/1999,1999,92,NA,NA,NA,Nokia ,0.001922666,6.45E-05,0.016051319,0.201438849,0.219512195,0.083333333,0.018292683,0.413369714,0.028688525,0.011858967,0.134060295,0.004132497,0.041594828,0.345784957
Notion Ink Adam Variant A 32GB,1/11/2010,2011,2101,93,Notion Ink Adam Variant A 32GB,40483,Notion,0.249977111,0.499999488,0.499771896,0.604316547,0.375609756,0.281746032,0.105826558,0.634379263,0.446721311,0.283390736,0.043617704,0.09485472,0.127155172,0.18525997
Notion Ink Adam Variant B 32GB,1/11/2010,2011,2102,93,Notion Ink Adam Variant B 32GB,40483,Notion,0.249977111,0.499999488,0.499771896,0.604316547,0.375609756,0.281746032,0.105826558,0.634379263,0.446721311,0.283390736,0.035279025,0.084341477,0.11637931,0.18525997
NTT DoCoMo Sigmarion III.,1/06/2003,2003,301,94,NTT DoCoMo Sigmarion III.,37773,NTT,0.031220435,0.000523305,0.199635034,0.237410072,0.284552846,0.222222222,0.063233966,0.497953615,0.278688525,0.138773958,0.095574086,0.10746633,0.091594828,0.165320545
NTT DoCoMo hTc Z (HTC Hermes 100),1/07/2006,2007,787,94,NTT DoCoMo hTc Z (HTC Hermes 100),38899,NTT,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.260245902,0.036569342,0.101667736,0.021219194,0.025,0.254164563
NTT DoCoMo FOMA HT1100 (HTC Nike),1/06/2008,2008,1349,94,NTT DoCoMo FOMA HT1100 (HTC Nike),39600,NTT,0.062471389,0.004193611,0.199635034,0.064748201,0.056910569,0.142857143,0.008130081,0.132332879,0.237704918,0.031456176,0.066709429,0.011348307,0.012931034,0.270570419
NTT DoCoMo PRO series HT-01A (HTC Raphael 600),1/11/2008,2009,1478,94,NTT DoCoMo PRO series HT-01A (HTC Raphael 600),39753,NTT,0.140598773,0.008388246,0.263664231,0.079136691,0.154471545,0.301587302,0.046586656,0.12414734,0.221311475,0.027475231,0.089159718,0.013489497,0.024137931,0.620646138
NTT DoCoMo PRO series HT-02A (HTC Diamond),1/12/2008,2009,1515,94,NTT DoCoMo PRO series HT-02A (HTC Diamond),39783,NTT,0.093722343,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.046586656,0.121418827,0.217213115,0.026373762,0.04041052,0.004368028,0.010775862,0.620646138
NTT DoCoMo PRO series HT-03A (HTC Sapphire),1/06/2009,2009,1622,94,NTT DoCoMo PRO series HT-03A (HTC Sapphire),39965,NTT,0.093722343,0.008388246,0.263664231,0.107913669,0.089430894,0.222222222,0.019873532,0.133860846,0.262295082,0.035111042,0.04842848,0.008907351,0.013577586,0.344522968
NTT DoCoMo PRO series T-01A (Toshiba Tsunagi),1/07/2009,2010,1651,94,NTT DoCoMo PRO series T-01A (Toshiba Tsunagi),39995,NTT,0.124973296,0.008388246,0.499771896,0.172661871,0.154471545,0.380952381,0.058846303,0.173260573,0.327868852,0.056806745,0.024374599,0.009699591,0.01487069,0.463149924
NTT DoCoMo PRO series SC-01B,1/02/2010,2010,1829,94,NTT DoCoMo PRO series SC-01B,40210,NTT,0.124973296,0.008388246,0.399726275,0.064748201,0.089430894,0.142857143,0.012775842,0.145975443,0.274590164,0.040083421,0.04233483,0.009485472,0.015086207,0.327612317
NTT DoCoMo Xperia SO-01B (SE Rachael),1/04/2010,2010,1881,94,NTT DoCoMo Xperia SO-01B (SE Rachael),40269,NTT,0.187475204,0.016777517,0.499771896,0.165467626,0.154471545,0.407738095,0.062983933,0.154160982,0.286885246,0.044226511,0.044900577,0.011583838,0.017025862,0.503785967
NTT DoCoMo dynapocket T-01B,1/06/2010,2010,1941,94,NTT DoCoMo dynapocket T-01B,40330,NTT,0.187475204,0.008388246,0.499771896,0.172661871,0.154471545,0.380952381,0.058846303,0.162346521,0.303278689,0.04923624,0.043617704,0.012975612,0.02112069,0.463149924
NTT DoCoMo Galaxy S SC-02B,1/10/2010,2011,2061,94,NTT DoCoMo Galaxy S SC-02B,40452,NTT,0.249977111,0.008388246,0.499771896,0.165467626,0.154471545,0.380952381,0.058846303,0.156889495,0.299180328,0.046938251,0.037844772,0.010620303,0.0125,0.481322564
NTT DoCoMo Galaxy Tab 7.0 SC-01C,1/11/2010,2011,2103,94,NTT DoCoMo Galaxy Tab 7.0 SC-01C,40483,NTT,0.249977111,0.008388246,0.499771896,0.381294964,0.375609756,0.281746032,0.105826558,0.500927694,0.292827869,0.146685589,0.038486209,0.049868317,0.069396552,0.315497224
NTT DoCoMo Optimus Chat L-04C,1/02/2011,2011,2171,94,NTT DoCoMo Optimus Chat L-04C,40575,NTT,0.249977111,0.016777517,0.299680654,0.107913669,0.089430894,0.222222222,0.019873532,0.140518417,0.274590164,0.038584975,0.059012187,0.012590198,0.019181034,0.344522968
NTT DoCoMo Xperia arc SO-01C (SE Anzu),1/03/2011,2011,2194,94,NTT DoCoMo Xperia arc SO-01C (SE Anzu),40603,NTT,0.249977111,0.016777517,0.499771896,0.179856115,0.154471545,0.407738095,0.062983933,0.154160982,0.31147541,0.048017355,0.033996151,0.009785239,0.0125,0.47501262
NTT DoCoMo Xperia acro SO-02C (SE Azusa),1/06/2011,2011,2284,94,NTT DoCoMo Xperia acro SO-02C (SE Azusa),40695,NTT,0.249977111,0.016777517,0.499771896,0.179856115,0.154471545,0.407738095,0.062983933,0.152251023,0.318852459,0.048545613,0.039769083,0.011369719,0.015948276,0.47501262
NTT DoCoMo LG Optimus LTE L-01D,1/11/2011,2012,2481,94,NTT DoCoMo LG Optimus LTE L-01D,40848,NTT,0.499984741,0.060624562,0.749885948,0.201438849,0.25203252,0.619047619,0.156020131,0.167530696,0.343852459,0.057605842,0.033996151,0.012590198,0.017241379,0.706713781
NTT DoCoMo SC-03D Galaxy S II LTE (Samsung Celox),1/11/2011,2012,2482,94,NTT DoCoMo SC-03D Galaxy S II LTE (Samsung Celox),40848,NTT,0.499984741,0.249999232,0.749885948,0.201438849,0.154471545,0.380952381,0.058846303,0.17053206,0.331967213,0.056611053,0.03014753,0.011305484,0.015086207,0.412670369
NTT DoCoMo Fujitsu Arrows Micro F-07D,1/01/2012,2012,2568,94,NTT DoCoMo Fujitsu Arrows Micro F-07D,40909,NTT,0.249977111,0.016777517,0.699863138,0.165467626,0.154471545,0.380952381,0.058846303,0.156889495,0.319672131,0.050153199,0.015394484,0.005352975,0.009698276,0.474255427
NTT DoCoMo Samsung SC-05D Galaxy Note LTE,1/03/2012,2012,2631,94,NTT DoCoMo Samsung SC-05D Galaxy Note LTE,40969,NTT,0.499984741,0.249999232,0.749885948,0.258992806,0.284552846,0.619047619,0.176151762,0.208594816,0.40102459,0.083651651,0.022771007,0.015716335,0.025431034,0.60676426
NTT DoCoMo Sharp Aquos Phone st SH-07D,1/06/2012,2012,2754,94,NTT DoCoMo Sharp Aquos Phone st SH-07D,41061,NTT,0.499984741,0.062079576,0.499771896,0.122302158,0.306504065,0.222222222,0.068112014,0.129604366,0.237704918,0.030807595,0.039127646,0.005652742,0.010344828,0.618122161
NTT DoCoMo Regza T-02D,1/07/2012,2013,2799,94,NTT DoCoMo Regza T-02D,41091,NTT,0.499984741,0.249999232,0.749885948,0.18705036,0.178861789,0.46031746,0.082333204,0.156889495,0.331967213,0.052082168,0.027581783,0.009078646,0.017025862,0.535840485
NTT DoCoMo Sharp Aquos Phone Zeta SH-09D,1/07/2012,2013,2800,94,NTT DoCoMo Sharp Aquos Phone Zeta SH-09D,41091,NTT,0.499984741,0.249999232,0.755888685,0.215827338,0.25203252,0.619047619,0.156020131,0.165075034,0.331967213,0.054799499,0.033354715,0.011626662,0.017241379,0.679202423
NTT DoCoMo Fujitsu Arrows W F-04E,1/08/2012,2013,2845,94,NTT DoCoMo Fujitsu Arrows W F-04E,41122,NTT,0.499984741,0.249999232,0.749885948,0.208633094,0.25203252,0.619047619,0.156020131,0.165075034,0.352459016,0.058182184,0.039127646,0.014174678,0.020474138,0.692579505
NTT DoCoMo Fujitsu F-09D Anteprima,1/08/2012,2013,2846,94,NTT DoCoMo Fujitsu F-09D Anteprima,41122,NTT,0.499984741,0.031878203,0.699863138,0.143884892,0.154471545,0.380952381,0.058846303,0.14324693,0.295081967,0.042269586,0.033996151,0.007986639,0.012931034,0.524230187
NTT DoCoMo LG L-06D Optimus Vu / JOJO,1/08/2012,2013,2847,94,NTT DoCoMo LG L-06D Optimus Vu / JOJO,41122,NTT,0.499984741,0.499999488,0.749885948,0.237410072,0.271544715,0.492063492,0.133617241,0.228922237,0.37295082,0.085376736,0.021167415,0.016037514,0.025,0.5340737
NTT DoCoMo Samsung Galaxy S III LTE SC-06D,1/08/2012,2013,2848,94,NTT DoCoMo Samsung Galaxy S III LTE SC-06D,41122,NTT,0.499984741,0.499999488,0.755888685,0.223021583,0.25203252,0.619047619,0.156020131,0.175989086,0.360655738,0.063471474,0.021167415,0.010127829,0.017025862,0.659767794
NTT DoCoMo Sharp Aquos Phone sv SH-10D,1/08/2012,2013,2849,94,NTT DoCoMo Sharp Aquos Phone sv SH-10D,41122,NTT,0.499984741,0.125838031,0.755888685,0.201438849,0.25203252,0.619047619,0.156020131,0.156889495,0.31557377,0.049510209,0.033354715,0.010063593,0.016810345,0.713780919
NTT DoCoMo Fujitsu Arrows Kiss F-03E,1/12/2012,2013,3137,94,NTT DoCoMo Fujitsu Arrows Kiss F-03E,41244,NTT,0.499984741,0.125838031,0.755888685,0.165467626,0.178861789,0.46031746,0.082333204,0.148703956,0.303278689,0.045098741,0.028864657,0.007579813,0.014655172,0.587077234
NTT DoCoMo Fujitsu Arrows Tab F-05E,1/12/2012,2013,3138,94,NTT DoCoMo Fujitsu Arrows Tab F-05E,41244,NTT,1,0.499999488,0.849931569,0.604316547,0.739837398,0.579365079,0.428635953,0.688949523,0.491803279,0.338827634,0.024374599,0.083335118,0.114008621,0.454820798
NTT DoCoMo LG Optimus Life L-02E,1/12/2012,2013,3139,94,NTT DoCoMo LG Optimus Life L-02E,41244,NTT,0.499984741,0.125838031,0.755888685,0.201438849,0.25203252,0.619047619,0.156020131,0.162346521,0.340163934,0.055224431,0.026940346,0.009763827,0.018318966,0.713780919
NTT DoCoMo Sharp Aquos Phone Zeta SH-02E,1/12/2012,2013,3140,94,NTT DoCoMo Sharp Aquos Phone Zeta SH-02E,41244,NTT,1,0.499999488,0.749885948,0.230215827,0.25203252,0.619047619,0.156020131,0.167803547,0.352459016,0.059143873,0.030788967,0.011990664,0.019827586,0.647147905
NTT DoCoMo Sigmarion,1/06/1999,1999,110,NA,NA,NA,NTT ,0.015594958,0.000523305,0.083582113,0.323741007,0.219512195,0.103174603,0.022648084,0.497953615,0.237704918,0.118366023,0.134060295,0.10746633,0.094827586,0.165320545
NTT DoCoMo Sigmarion II.,1/07/2001,2002,181,NA,NA,NA,NTT ,0.015594958,0.000523305,0.099589413,0.323741007,0.219512195,0.103174603,0.022648084,0.497953615,0.237704918,0.118366023,0.134060295,0.089994219,0.08512931,0.358909642
O2 XDA II (HTC Himalaya),1/09/2003,2004,324,95,O2 XDA II (HTC Himalaya),37865,O2,0.062471389,0.001047635,0.199635034,0.129496403,0.056910569,0.142857143,0.008130081,0.172987722,0.329918033,0.057071769,0.08274535,0.027385821,0.026939655,0.17617365
O2 Xphone (HTC Voyager),1/06/2004,2004,413,95,O2 Xphone (HTC Voyager),38139,O2,0.015594958,0.001047635,0.065573902,0.035971223,0.030894309,0.093253968,0.002881017,0.118963165,0.292622951,0.034811352,0.117382938,0.02207567,0.015086207,0.216304897
O2 XDA IIs / XDA III (HTC Blue Angel),1/11/2004,2005,469,95,O2 XDA IIs / XDA III (HTC Blue Angel),38292,O2,0.062471389,0.000523305,0.199635034,0.129496403,0.056910569,0.142857143,0.008130081,0.177626194,0.31147541,0.055326192,0.080821039,0.026400874,0.032758621,0.176678445
O2 Xphone II (HTC Feeler),1/12/2004,2005,492,95,O2 Xphone II (HTC Feeler),38322,O2,0.015594958,0.001047635,0.099589413,0.035971223,0.030894309,0.093253968,0.002881017,0.103683492,0.239754098,0.024858542,0.076330981,0.008992998,0.009051724,0.204694599
O2 Xphone IIm (HTC Amadeus),1/12/2004,2005,493,95,O2 Xphone IIm (HTC Amadeus),38322,O2,0.015594958,0.001047635,0.099589413,0.035971223,0.030894309,0.093253968,0.002881017,0.110040928,0.240819672,0.02650002,0.086465683,0.01171231,0.010021552,0.204694599
O2 XDA II mini (HTC Magician),1/01/2005,2005,522,95,O2 XDA II mini (HTC Magician),38353,O2,0.031220435,0.001047635,0.207638683,0.079136691,0.056910569,0.142857143,0.008130081,0.14106412,0.24057377,0.033936327,0.076972418,0.014859859,0.020474138,0.245078243
O2 XDA IIi (HTC Alpine),1/02/2005,2005,529,95,O2 XDA IIi (HTC Alpine),38384,O2,0.062471389,0.002096294,0.259662406,0.129496403,0.056910569,0.142857143,0.008130081,0.172987722,0.329918033,0.057071769,0.088518281,0.029120185,0.028017241,0.17617365
O2 XDA Exec (HTC Universal),1/10/2005,2006,615,95,O2 XDA Exec (HTC Universal),38626,O2,0.031220435,0.002096294,0.259662406,0.136690647,0.219512195,0.222222222,0.048780488,0.203274216,0.322540984,0.065564266,0.121231559,0.045928527,0.048491379,0.448510853
O2 XDA II mini Black (HTC Magician),1/10/2005,2006,616,95,O2 XDA II mini Black (HTC Magician),38626,O2,0.031220435,0.001047635,0.207638683,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.241803279,0.033977814,0.076972418,0.014838447,0.019396552,0.245078243
O2 XDA Orion (HTC Tornado Noble),1/10/2005,2006,617,95,O2 XDA Orion (HTC Tornado Noble),38626,O2,0.031220435,0.001047635,0.099589413,0.035971223,0.056910569,0.142857143,0.008130081,0.108321965,0.239754098,0.025970635,0.073123797,0.009164294,0.009913793,0.337708228
O2 XDA mini PRO (HTC Wizard 200),1/11/2005,2006,635,95,O2 XDA mini PRO (HTC Wizard 200),38657,O2,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.241803279,0.033977814,0.11289288,0.022354024,0.023491379,0.254164563
O2 XDA mini S (HTC Wizard 200),1/11/2005,2006,636,95,O2 XDA mini S (HTC Wizard 200),38657,O2,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.241803279,0.033977814,0.11289288,0.022354024,0.023491379,0.254164563
O2 XDA Phone (HTC Douton),1/12/2005,2006,658,95,O2 XDA Phone (HTC Douton),38687,O2,0.031220435,0.001047635,0.109593975,0.035971223,0.056910569,0.142857143,0.008130081,0.107776262,0.237704918,0.025618948,0.073123797,0.008992998,0.01012931,0.350832913
O2 XDA Atom,1/01/2006,2006,681,95,O2 XDA Atom,38718,O2,0.031220435,0.002096294,0.207638683,0.071942446,0.056910569,0.142857143,0.008130081,0.140518417,0.217213115,0.030522443,0.079538165,0.013981971,0.017241379,0.259464917
O2 XDA Neo (HTC Prophet),1/04/2006,2006,736,95,O2 XDA Neo (HTC Prophet),38808,O2,0.031220435,0.002096294,0.097088272,0.079136691,0.056910569,0.142857143,0.008130081,0.144065484,0.245081967,0.035307852,0.078896729,0.015973278,0.018965517,0.244068652
O2 XDA Atom Pure,1/05/2006,2006,750,95,O2 XDA Atom Pure,38838,O2,0.031220435,0.002096294,0.207638683,0.071942446,0.056910569,0.142857143,0.008130081,0.140518417,0.217213115,0.030522443,0.079538165,0.013981971,0.017241379,0.259464917
O2 XDA IQ (HTC Tornado Noble),1/05/2006,2006,751,95,O2 XDA IQ (HTC Tornado Noble),38838,O2,0.031220435,0.001047635,0.099589413,0.035971223,0.056910569,0.142857143,0.008130081,0.108321965,0.239754098,0.025970635,0.073123797,0.009164294,0.009913793,0.337708228
O2 XDA Trion (HTC Hermes 100),1/07/2006,2007,788,95,O2 XDA Trion (HTC Hermes 100),38899,O2,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.260245902,0.036569342,0.101667736,0.021219194,0.025,0.254164563
O2 XDA Atom Exec,1/08/2006,2007,808,95,O2 XDA Atom Exec,38930,O2,0.031220435,0.003144952,0.259662406,0.071942446,0.056910569,0.142857143,0.008130081,0.140518417,0.217213115,0.030522443,0.079538165,0.014902683,0.018318966,0.256940939
O2 XDA Stealth,1/09/2006,2007,832,95,O2 XDA Stealth,38961,O2,0.031220435,0.001047635,0.207638683,0.050359712,0.056910569,0.142857143,0.008130081,0.126875853,0.25,0.031718963,0.105195638,0.018649766,0.017241379,0.301615346
O2 XDA Cosmo (HTC Excalibur 100),1/11/2006,2007,882,95,O2 XDA Cosmo (HTC Excalibur 100),39022,O2,0.031220435,0.002096294,0.100089641,0.050359712,0.089430894,0.103174603,0.009226997,0.152796726,0.256147541,0.039138506,0.042976267,0.009656767,0.012715517,0.300100959
O2 XDA Orbit (HTC Artemis 200),1/12/2006,2007,905,95,O2 XDA Orbit (HTC Artemis 200),39052,O2,0.031220435,0.002096294,0.100089641,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.241803279,0.033977814,0.065426555,0.012418902,0.01487069,0.254164563
O2 XDA Graphite (Asus Jupiter),1/02/2007,2007,944,95,O2 XDA Graphite (Asus Jupiter),39114,O2,0.031220435,0.002096294,0.207638683,0.035971223,0.056910569,0.142857143,0.008130081,0.11047749,0.24795082,0.027392984,0.076330981,0.010384772,0.009698276,0.337708228
O2 XDA Atom Life (Apollo),1/03/2007,2007,972,95,O2 XDA Atom Life (Apollo),39142,O2,0.031220435,0.016777517,0.311686129,0.071942446,0.056910569,0.142857143,0.008130081,0.140518417,0.233606557,0.032826024,0.079538165,0.013981971,0.017241379,0.259464917
O2 XDA Zinc (Asus Mars II),1/03/2007,2007,973,95,O2 XDA Zinc (Asus Mars II),39142,O2,0.031220435,0.002096294,0.259662406,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.245901639,0.034553709,0.105837075,0.021154958,0.024784483,0.244068652
O2 XDA Argon (HTC Panda),1/05/2007,2007,1006,95,O2 XDA Argon (HTC Panda),39203,O2,0.062471389,0.004193611,0.199635034,0.129496403,0.056910569,0.142857143,0.008130081,0.17271487,0.330737705,0.05712332,0.081462476,0.027000407,0.030172414,0.17617365
O2 XDA Flame,1/05/2007,2007,1007,95,O2 XDA Flame,39203,O2,0.062471389,0.001047635,0.259662406,0.136690647,0.154471545,0.301587302,0.046586656,0.184174625,0.31557377,0.058120681,0.073123797,0.025501574,0.028017241,0.44548208
O2 XDA Terra (HTC Herald 100),1/05/2007,2007,1008,95,O2 XDA Terra (HTC Herald 100),39203,O2,0.031220435,0.002096294,0.100089641,0.079136691,0.056910569,0.142857143,0.008130081,0.14324693,0.245901639,0.035224655,0.069916613,0.013960559,0.023275862,0.254164563
O2 XDA Nova (HTC Elf 200),1/06/2007,2007,1044,95,O2 XDA Nova (HTC Elf 200),39234,O2,0.031220435,0.002096294,0.100089641,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.208606557,0.029313063,0.050032072,0.007793932,0.011206897,0.254164563
O2 XDA Comet,1/09/2007,2008,1108,95,O2 XDA Comet,39326,O2,0.031220435,0.016777517,0.311686129,0.071942446,0.056910569,0.142857143,0.008130081,0.140518417,0.233606557,0.032826024,0.079538165,0.014902683,0.018965517,0.256940939
O2 XDA Star (HTC Nike 300),1/11/2007,2008,1168,95,O2 XDA Star (HTC Nike 300),39387,O2,0.062471389,0.004193611,0.199635034,0.064748201,0.056910569,0.142857143,0.008130081,0.132332879,0.237704918,0.031456176,0.062219371,0.010470419,0.012931034,0.270570419
O2 XDA Stellar (HTC Kaiser 120),1/11/2007,2008,1169,95,O2 XDA Stellar (HTC Kaiser 120),39387,O2,0.062471389,0.004193611,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.14324693,0.258196721,0.036985888,0.080500321,0.016936813,0.028017241,0.254164563
O2 XDA Orbit 2 (HTC Polaris 200),1/02/2008,2008,1246,95,O2 XDA Orbit 2 (HTC Polaris 200),39479,O2,0.062471389,0.004193611,0.199635034,0.079136691,0.056910569,0.142857143,0.008130081,0.140518417,0.25,0.035129604,0.060295061,0.011733722,0.015086207,0.254164563
O2 XDA Atmos (HTC Wings 100),1/03/2008,2008,1269,95,O2 XDA Atmos (HTC Wings 100),39508,O2,0.031220435,0.004193611,0.199635034,0.050359712,0.056910569,0.142857143,0.008130081,0.121418827,0.232786885,0.028264711,0.085311097,0.012975612,0.019396552,0.301615346
O2 Xda Diamond / Xda Ignito (HTC Diamond 300),1/09/2008,2009,1418,95,O2 Xda Diamond / Xda Ignito (HTC Diamond 300),39692,O2,0.093722343,0.004193611,0.263664231,0.079136691,0.154471545,0.301587302,0.046586656,0.121418827,0.217213115,0.026373762,0.033547146,0.003168961,0.010775862,0.620646138
O2 XDA Mantle (HTC Sedna 100),1/10/2008,2009,1446,95,O2 XDA Mantle (HTC Sedna 100),39722,O2,0.062471389,0.004193611,0.199635034,0.129496403,0.056910569,0.142857143,0.008130081,0.181173261,0.362295082,0.065638181,0.092366902,0.034515984,0.034482759,0.17617365
O2 Xda Diamond Pro / Xda Serra (HTC Raphael 100),1/11/2008,2009,1479,95,O2 Xda Diamond Pro / Xda Serra (HTC Raphael 100),39753,O2,0.140598773,0.008388246,0.263664231,0.079136691,0.154471545,0.301587302,0.046586656,0.121418827,0.217213115,0.026373762,0.0766517,0.010663127,0.02262931,0.620646138
O2 XDA Zest ( Asus Crystal),1/11/2008,2009,1480,95,O2 XDA Zest ( Asus Crystal),39753,O2,0.062471389,0.004193611,0.311686129,0.079136691,0.154471545,0.301587302,0.046586656,0.1473397,0.217213115,0.032004115,0.066709429,0.012354667,0.013038793,0.600201918
O2 XDA Flint (HTC Athena 400),1/01/2009,2009,1538,95,O2 XDA Flint (HTC Athena 400),39814,O2,0.062471389,0.004193611,0.311686129,0.237410072,0.219512195,0.222222222,0.048780488,0.249658936,0.346311475,0.086459754,0.063502245,0.03537246,0.067887931,0.288743059
O2 XDA Guide (HTC Iolite),1/03/2009,2009,1562,95,O2 XDA Guide (HTC Iolite),39873,O2,0.140598773,0.008388246,0.263664231,0.079136691,0.056910569,0.142857143,0.008130081,0.128240109,0.217213115,0.027855434,0.053880693,0.007494165,0.009267241,0.254164563
O2 Xda Diamond 2 (HTC Topaz 100),1/06/2009,2009,1623,95,O2 Xda Diamond 2 (HTC Topaz 100),39965,O2,0.140598773,0.008388246,0.263664231,0.107913669,0.154471545,0.380952381,0.058846303,0.127148704,0.241188525,0.030666808,0.048749198,0.007365694,0.012392241,0.626451287
O2 Xda Venn (Pantech Mustang 2),1/07/2009,2010,1652,95,O2 Xda Venn (Pantech Mustang 2),39995,O2,0.062471389,0.004193611,0.263664231,0.050359712,0.056910569,0.142857143,0.008130081,0.121418827,0.233606557,0.028364234,0.099422707,0.015566452,0.019612069,0.308430086
O2 XDA (HTC Wallaby),1/04/2002,2002,215,NA,NA,NA,O2 ,0.015594958,0.000523305,0.102590781,0.129496403,0.056910569,0.142857143,0.008130081,0.181446112,0.327868852,0.059490528,0.076330981,0.026850524,0.030387931,0.17617365
